sentences,class
759,หลังให้ยาเคมี จำเป้นต้องนอนรพต่อไหม,ต้องให้ยาเคมีกี่ครั้ง นานเท่าไร ระยะเวลาการให้ยา ต้องนอนโรงพยาบาลไหม
760,หลังจากทำคีโมต้องนอนรพไหม,ต้องให้ยาเคมีกี่ครั้ง นานเท่าไร ระยะเวลาการให้ยา ต้องนอนโรงพยาบาลไหม
761,ต้องนอนรพหลังทำคีโมไหม,ต้องให้ยาเคมีกี่ครั้ง นานเท่าไร ระยะเวลาการให้ยา ต้องนอนโรงพยาบาลไหม
762,หลังทำคีโม จำเป็นต้องนอนรพต่อไหม,ต้องให้ยาเคมีกี่ครั้ง นานเท่าไร ระยะเวลาการให้ยา ต้องนอนโรงพยาบาลไหม
763,หลังให้ยาเคมี จำเป็นต้องนอนรพต่อไหม,ต้องให้ยาเคมีกี่ครั้ง นานเท่าไร ระยะเวลาการให้ยา ต้องนอนโรงพยาบาลไหม
764,หลังทำคีโม จำเป็นต้องนอนรพต่อไหม,ต้องให้ยาเคมีกี่ครั้ง นานเท่าไร ระยะเวลาการให้ยา ต้องนอนโรงพยาบาลไหม
765,ให้ยานานเท่าไหร่ ต้องนอนรพไหม,ต้องให้ยาเคมีกี่ครั้ง นานเท่าไร ระยะเวลาการให้ยา ต้องนอนโรงพยาบาลไหม
766,ยามีผลข้างเคียงอะไรบ้าง,ยามีผลข้างเคียงอะไรบ้าง
767,ผลข้างเคียงจากการใช้ยา,ยามีผลข้างเคียงอะไรบ้าง
768,ผลข้างเคียงของยา,ยามีผลข้างเคียงอะไรบ้าง
769,ผลข้างเคียงหลังการให้ยา,ยามีผลข้างเคียงอะไรบ้าง
770,ผลที่อาจจะเกิดหลังจากใช้ยา,ยามีผลข้างเคียงอะไรบ้าง
771,ยา ผลข้างเคียง,ยามีผลข้างเคียงอะไรบ้าง
772,ผลข้างเคียงหลังจากใช้ยา,ยามีผลข้างเคียงอะไรบ้าง
